"Table S1 Complete dataset used from train and validated machine learning methods, which are collected from literature data. ",,,,,,,,,,,,,,,,
Citation,Sample Name,Tectonic Setting,,Latitude ,Longitude ,Rock Name,Rock Type,P,Ti,Y,Nb,Dy,Yb,U,Hf,Th
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,229,6.8,853,21,89,250,203,11913,96
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,377,9.6,1152,22,120,353,308,11468,215
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,329,7.2,1172,23,122,333,301,11366,166
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,263,8.2,896,19,96,281,209,11151,97
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,441,9.5,1264,22,127,398,304,11835,204
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,719,7,4845,40,500,1289,1270,11548,1006
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,667,11.1,1772,25,174,531,404,11893,314
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,251,6.3,1045,23,109,294,218,11555,108
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,632,9.4,2100,41,216,611,574,11250,414
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,246,6.7,978,22,102,278,210,11447,103
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,643,7,1903,21,194,544,340,11668,177
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,211,9.1,807,15,90,237,146,10228,73
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,514,11.7,1464,21,150,426,281,11362,195
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,248,7,988,21,101,281,214,11439,101
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,344,6.9,2311,12,250,604,397,11940,267
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,225,6.2,911,20,94,274,211,11277,94
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,527,7.5,6141,352,539,1770,3307,14280,1588
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,219,6.9,848,19,86,252,194,11395,87
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,291,13.6,1762,12,212,430,139,8074,97
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,207,9.3,996,18,107,269,161,10425,105
[17449] STELTEN M. E. (2013),samp. HVF,Continental Flood Basalt,Plume,44,-111,Rhyolite,Felsic,184,12.7,1146,12,133,300,98,8402,56
[18021] EL-BIALY M. Z. (2013),samp. KI-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Granite,Felsic,364.41,28.85,1949.76,5.37,200.41,585.56,104.22,9105.16,84.64
[18021] EL-BIALY M. Z. (2013),samp. KI-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Granite,Felsic,327.02,30.8,1680.53,2.62,173.14,456.01,49.93,8835.55,35.19
[18021] EL-BIALY M. Z. (2013),samp. KI-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Granite,Felsic,336.82,28.88,1236.81,2.51,127.78,368.58,47.88,9067.68,29.87
[18021] EL-BIALY M. Z. (2013),samp. KI-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Granite,Felsic,286.09,27.12,1343.27,2.58,138.17,394.24,50.95,8729.67,32.58
[18021] EL-BIALY M. Z. (2013),samp. BY-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Rhyolite,Felsic,814.17,21.09,997.99,1.41,96.17,338.12,108.01,13702.68,93.35
[18021] EL-BIALY M. Z. (2013),samp. BY-1,Intraplate Volcanics,Plate Tectonic,28.2,34.15,Rhyolite,Felsic,1430.77,47.13,1955.7,7.7,159.32,706.79,342.73,15444.01,207.49
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,475.9,5.93,3776.37,3.42,262.41,1080.28,615.55,9225.98,599.39
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,279.38,4.61,1112.69,2.6,85.95,348.21,384.4,5872.5,328.46
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,889.09,5.14,7441.73,6.17,605.43,1522.88,1074.78,7439.69,1331.78
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,205.62,10.18,1423.52,1.17,100.05,450.44,358.6,12464.64,269.15
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,1129.07,5.73,8907.58,7.8,691.74,2034.59,1413.29,8642.52,2458.97
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,1160.97,17.67,9617.4,8.86,767.87,2055.73,1749.67,6784.51,2674.87
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,1588.67,7.49,12962.33,12.15,1110.86,2557.11,1645.45,7423.93,3060.06
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,878.05,5.09,2837.68,4.01,206.31,659.41,564.73,5259.53,398.11
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,783.03,5.25,3175.05,3.64,228.15,921.85,487.07,7287.06,394.91
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,456.88,6.89,2897.2,2.73,228.96,764.09,415.94,8306.59,372.25
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,454.72,3.29,1732.23,2.8,113.78,587.45,357.4,9009.99,195.91
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,1149.36,14.25,6528.43,21.99,539.96,1312.95,3734.45,6323.74,8970.15
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,888.67,4.44,6877.33,6.48,553.35,1473.36,938.24,6839.35,1049.85
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,615.01,4.82,5825.2,6.94,435.7,1582.77,803.95,11123.8,800.77
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,308.62,6.09,1955.7,2.09,146.42,567.82,302.66,7936.82,244.42
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,660.94,6.04,4560.86,4.4,350.37,1146.41,585.92,7945.35,644.93
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,575.87,5.8,5693.04,5.16,421.07,1489.55,896.02,12473.39,939.43
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,798.39,4.62,5102.77,5.44,374.33,1377.69,705.05,7467.9,713.48
[18638] CAI KEDA (2014),samp. MO51,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Norite,Mafic,690.07,6.53,5802.39,4.6,434.42,1364.33,1020.34,8884.18,1237.81
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,122.34,3.54,433.67,0.7,31.27,191.69,77.06,8162.46,35.74
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,1835.83,8.3,3490.54,4.81,291.44,1034.84,288.37,5954.94,414.73
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,329.83,6.51,1037.55,2.03,82.28,418.76,139.35,7322.38,111.11
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,308.19,5.79,1581.62,2.75,126.52,571.7,217.52,8422.34,188.03
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,89.65,5.72,375.94,0.91,29.17,158.99,83.16,8634.44,37.32
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,240.71,5.5,1598.79,2.35,124.9,550.62,192.71,8261.74,173.24
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,266.63,5.72,1926.68,2.83,159.56,667.13,225.89,8381.83,261.14
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,298.19,6.36,1586.99,2.5,126.85,548.48,177.61,7192.16,166.41
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,271.28,5.66,1749.93,3.18,132.95,570.13,219.38,8341.15,212.5
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,312.12,10.61,1927.84,5.53,134.11,672.77,214.85,6414.11,226.16
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,340.74,4.59,1328.87,2.6,105.69,497.09,175.99,8110.54,161.13
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,315.67,4.6,1395.33,3.09,102.3,521.8,211.31,8407.49,169.68
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,105.76,4.08,323.97,1.21,22.21,161.15,93.62,8228.41,36.14
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,412.91,6.8,3245.37,7.09,248.96,1083.74,457.21,7876.27,584.37
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,311.58,5.06,2746.47,4.13,216.5,875.01,304.3,7845.9,332.72
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,321.06,5.76,2167.58,3.1,173.62,701.89,214.1,7008.67,221.96
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,402.6,5.43,2697.66,4.92,205.23,910.63,363.88,8528.03,396.69
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,331.77,5.25,2018.86,3.29,156.59,670.06,254.72,8739.91,241.58
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,124.2,4.72,713.31,1.12,65.6,255.4,109.88,7264,87.71
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,349.14,8.71,1773.2,9.11,120.02,678.11,371.67,8898.67,313.97
[18638] CAI KEDA (2014),samp. MO52,Intraplate Volcanics,Plate Tectonic,45.8614,92.8067,Diabase,Mafic,286.25,4.21,1614.65,8.07,113.71,595.47,352.51,9116.96,300.91
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,218.49,14.37,1318.35,0.695,118.24,352.2,200.04,6672.5,123.64
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,582.59,9.17,1310.33,2.89,103.24,413.51,67.04,8948.93,41.67
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,340.09,9.73,2094.99,3.22,171.03,593.01,150.8,9189.11,87.26
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,327.9,10.57,2982.46,2.81,236.62,807.46,207.43,8419.94,124.62
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,217.28,10.09,1527.56,0.88,131.99,409.92,177.36,7880.52,127.53
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,375.51,10.61,3096.24,3.32,244.4,828.41,118.44,8597.59,130.99
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,238.82,13.14,792.8,1.27,67.78,254.25,88.49,8638.75,44.61
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,325.18,11.69,2590.2,2.71,202.75,698.01,322.1,7095.29,385.03
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,236.23,11.64,734.28,1.12,63.85,247.81,39.54,8003.18,26.47
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,447.52,18.91,1616.65,1.73,124.78,457.62,61.6,6162.92,40.48
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,280.57,14.7,1074.86,1.83,89.95,367.55,45.21,6426.83,29.63
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,317.24,15.07,1101.31,1.44,88.91,332.75,181.61,7143.12,93.99
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,549.03,9.72,1419.71,2.61,109.45,437.03,111.75,9697.34,83.66
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,334.08,10.82,1468.48,5.94,120.91,436.54,249.65,9140.37,148.55
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,330.67,9.48,1780.79,5.69,134.12,553.57,91.67,9425.51,60.47
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,253.14,12.84,1225.62,6.13,94.35,414.31,173.02,9640.2,132.38
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,259.54,8.63,1156.61,4.26,93.85,336.87,79.05,7755.84,73.6
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,220.23,8.32,1935.08,2.12,162.26,523.75,233.43,9829.24,180.86
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,275.75,10.36,1195.48,3.94,96.04,380.99,239.73,9902.83,138.06
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,248.06,9.58,1916.83,1.15,157.71,471.85,229.24,7727.36,115.44
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,336.65,8.54,3743.47,5.98,304.57,977.01,150.36,9681.37,155.94
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,257.25,13.9,2155.41,1.47,176.95,563.5,291.11,8085.96,316.16
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,328.9,8.91,3397.14,4.74,268.19,906.16,139.82,9490.47,145.7
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,314.57,8.65,3646.27,5.65,301.66,955.47,150.35,9572.48,91.46
[18638] CAI KEDA (2014),samp. MO53,Intraplate Volcanics,Plate Tectonic,45.4019,93.9772,Diorite,Intermediate,373.7,20.97,1518.61,2.62,109.71,464.57,50.09,6294.08,42.21
[19206] COOMBS M. L. (2014),samp. 10AUMLC304A,Convergent Margin,Plate Tectonic,59.37728333,-153.4073167,Diorite,Intermediate,579.2693573,8.654626557,1592.667814,2.393735041,121.9021684,694.0347884,168.040953,9320.109257,53.76669569
[19206] COOMBS M. L. (2014),samp. 10AUMLC304A,Convergent Margin,Plate Tectonic,59.37728333,-153.4073167,Diorite,Intermediate,489.3459177,9.268100857,1472.380114,9.495222986,108.4236923,651.3552506,169.517641,9760.28201,51.44502361
[19206] COOMBS M. L. (2014),samp. 10AUMLC304A,Convergent Margin,Plate Tectonic,59.37728333,-153.4073167,Diorite,Intermediate,635.9383272,7.590677455,1035.126953,3.967161087,86.5698061,502.9541408,75.92096177,9318.357761,32.17030311
[19206] COOMBS M. L. (2014),samp. 06AUMC013A,Convergent Margin,Plate Tectonic,59.37399,-153.41633,Diorite,Intermediate,510.6368897,8.880825435,1221.323985,8.648982398,90.31460434,519.6254359,101.740199,9373.488389,35.54785973
[19206] COOMBS M. L. (2014),samp. 06AUMLC042A,Convergent Margin,Plate Tectonic,59.3707,-153.43119,Diorite,Intermediate,866.9833584,28.54191014,5241.400713,18.55372488,450.1511948,1497.931212,541.4010233,7751.691151,712.4003059
[19206] COOMBS M. L. (2014),samp. 10AUMLC304B,Convergent Margin,Plate Tectonic,59.37728333,-153.4073167,Andesite,Intermediate,279.8172837,5.941693488,579.8567734,1.807122536,46.00382127,262.7080268,63.92396879,10307.38781,21.27083276
[19206] COOMBS M. L. (2014),samp. 10AUMLC304B,Convergent Margin,Plate Tectonic,59.37728333,-153.4073167,Andesite,Intermediate,555.4712734,15.02546246,1898.333553,4.711708304,175.8328158,731.6132446,236.5116299,7942.072048,176.4779694
[19206] COOMBS M. L. (2014),samp. 10AUMLC310,Convergent Margin,Plate Tectonic,59.40275,-153.4481167,Andesite,Intermediate,425.0483384,14.22333013,1805.816766,2.326748497,150.96211,656.5440981,222.8946286,8423.990449,146.3491461
[19206] COOMBS M. L. (2014),samp. 10AUMLC310,Convergent Margin,Plate Tectonic,59.40275,-153.4481167,Andesite,Intermediate,631.1036624,7.574664448,1074.637222,8.727255735,64.38430217,316.3233606,61.71717813,6419.45484,23.07321454
[19206] COOMBS M. L. (2014),samp. 10AUMLC310,Convergent Margin,Plate Tectonic,59.40275,-153.4481167,Andesite,Intermediate,507.6234945,10.62812863,1408.010952,12.1029595,111.0635826,564.1318154,293.253168,9412.847551,173.0809583
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,193,9.73,757,4.25,68.6,225,163,8300,106
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,182,12.2,691,3.34,59.7,212,112,8230,74.7
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,120,8.57,1410,3.67,142,337,123,8090,102
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,179,15.3,532,3,47.6,168,60.8,8220,26.9
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,253,5.58,1030,7.78,92.1,289,306,9200,188
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,154,7.95,664,3.88,57.5,213,129,8850,77.2
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,153,14.8,1020,1.54,99.8,259,81.9,7440,69.6
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,165,11.3,944,2.99,84.3,268,118,8600,80.7
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,150,14.2,916,1.82,84.3,248,86.9,7820,68
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,179,7.6,568,3.92,50.5,176,93.8,8790,49.9
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,535,9.55,6980,95.3,681,1770,3160,9270,3430
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,157,18.8,1000,1.02,104,239,45.6,6910,40.6
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,171,27.6,956,0.856,101,226,35.8,6500,31.2
[19382] COLON D. P. (2015),samp. SHEEP CREEK,Continental Flood Basalt,Plume,42.03422,-115.91649,Rhyolite,Felsic,206,7.49,687,3.72,58.1,207,126,8790,71
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,187,13.8,647,2.15,60.1,183,80.1,7340,52.4
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,202,7.38,637,3.8,58.9,198,155,7780,93.2
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,170,12.2,451,1.72,38.7,138,67.7,8100,41.6
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,197,11.6,605,1.99,53.8,177,93,7580,60.3
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,166,11.3,543,1.89,47.9,159,83.2,7720,49.7
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,203,11.7,513,3.09,45.1,160,68.8,8220,32.8
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,429,10.7,3950,6.79,400,921,679,7530,739
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,243,12.6,548,2.87,45.8,176,69.6,8470,35.9
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,161,11.1,597,2.44,56.2,170,83.9,8440,51.8
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,167,12.5,967,1.87,88.6,257,86.9,8220,62.9
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,220,13.8,1090,1.97,109,275,99.3,7450,80.9
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,135,9.37,413,1.37,36.2,127,62.7,8270,31.4
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,552,7.6,6830,17.6,692,1570,1700,9430,1910
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,341,10.6,3030,6.61,309,747,596,7820,577
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,168,11.7,677,2.44,60.6,202,131,8890,68.3
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,351,10.7,1770,5.34,170,457,517,7740,508
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,185,9.67,1410,1.98,146,355,154,8100,128
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,201,11.3,749,1.88,71.8,207,119,7760,79.5
[19382] COLON D. P. (2015),samp. JONSTONS CAMP,Continental Flood Basalt,Plume,42.02109,-115.89611,Rhyolite,Felsic,368,10.1,1840,11,175,514,946,8820,1190
